id,published,lastModified,description,severity,cvssScore,desc_length,num_keywords,num_digits,tfidf_access,tfidf_aka,tfidf_allow,tfidf_allows,tfidf_an,tfidf_and,tfidf_arbitrary,tfidf_as,tfidf_attack,tfidf_attacker,tfidf_attackers,tfidf_authentication,tfidf_before,tfidf_buffer,tfidf_by,tfidf_bypass,tfidf_cause,tfidf_cgi,tfidf_characters,tfidf_client,tfidf_code,tfidf_commands,tfidf_configuration,tfidf_could,tfidf_cross,tfidf_denial,tfidf_directory,tfidf_does,tfidf_dot,tfidf_earlier,tfidf_error,tfidf_execute,tfidf_explorer,tfidf_file,tfidf_files,tfidf_for,tfidf_from,tfidf_function,tfidf_gain,tfidf_get,tfidf_html,tfidf_http,tfidf_in,tfidf_information,tfidf_internet,tfidf_is,tfidf_javascript,tfidf_jsp,tfidf_local,tfidf_long,tfidf_malformed,tfidf_malicious,tfidf_message,tfidf_microsoft,tfidf_not,tfidf_obtain,tfidf_of,tfidf_on,tfidf_or,tfidf_other,tfidf_overflow,tfidf_page,tfidf_parameter,tfidf_password,tfidf_passwords,tfidf_php,tfidf_possibly,tfidf_privileges,tfidf_program,tfidf_properly,tfidf_read,tfidf_remote,tfidf_request,tfidf_root,tfidf_script,tfidf_scripting,tfidf_sensitive,tfidf_server,tfidf_service,tfidf_session,tfidf_site,tfidf_source,tfidf_sql,tfidf_such,tfidf_that,tfidf_the,tfidf_through,tfidf_to,tfidf_traversal,tfidf_url,tfidf_user,tfidf_users,tfidf_using,tfidf_via,tfidf_vulnerability,tfidf_web,tfidf_when,tfidf_which,tfidf_windows,tfidf_with
CVE-1999-0202,1997-01-01T05:00:00.000,2025-04-03T01:03:51.193,"The GNU tar command, when used in FTP sessions, may allow an attacker to execute arbitrary commands.",HIGH,0.0,100,1,0,0.0,0.0,0.4129133825945943,0.0,0.31072364837596833,0.0,0.2447384859507751,0.0,0.0,0.4176452832255535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3495643184075944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28692553820670175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1872979824411829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17349401698089675,0.0,0.13052318105835817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4603154978717504,0.0,0.0,0.0
CVE-1999-0236,1997-01-01T05:00:00.000,2025-04-20T01:37:25.860,ScriptAlias directory in NCSA and Apache httpd allowed attackers to read CGI programs.,MEDIUM,0.0,86,1,0,0.0,0.0,0.0,0.0,0.0,0.28844593779757766,0.0,0.0,0.0,0.0,0.21493510045521383,0.0,0.0,0.0,0.0,0.0,0.0,0.5440867366238297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5197945312650254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24610320875434022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630389068082473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17150304160576305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVE-1999-1311,1997-01-07T05:00:00.000,2025-04-03T01:03:51.193,Vulnerability in dtlogin and dtsession in HP-UX 10.20 and 10.10 allows local users to bypass authentication and gain privileges.,MEDIUM,0.0,128,1,8,0.0,0.0,0.0,0.1031056141417891,0.0,0.46431831102793136,0.0,0.0,0.0,0.0,0.0,0.3557300829252122,0.0,0.0,0.0,0.35077186555682033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176495757621734,0.0,0.0,0.0,0.26410547293513037,0.0,0.0,0.0,0.0,0.0,0.30245829334265145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33600455694269393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09202417990071123,0.0,0.0,0.0,0.2927731733397889,0.0,0.0,0.23446818288286272,0.0,0.0,0.0,0.0,0.0
CVE-1999-1128,1997-03-01T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 3.01 on Windows 95 allows remote malicious web sites to execute arbitrary commands via a .isp file, which is automatically downloaded and executed without prompting the user.",MEDIUM,0.0,192,0,5,0.0,0.0,0.0,0.09969756593288515,0.0,0.14965691833842626,0.16684715935976804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2383107557164974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1956076128018114,0.3060881684011859,0.27107941584094214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287225963003855,0.27915615801199445,0.0,0.0,0.0,0.0,0.0,0.34563158630036117,0.0,0.0,0.0,0.0,0.0,0.28390607180270766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10415148037632364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11827720428490421,0.0,0.08898241690752265,0.0,0.0,0.2799297058557702,0.0,0.0,0.12900697866355276,0.0,0.17152614323559054,0.0,0.18865447604461025,0.3526131347092664,0.0
CVE-1999-1525,1997-03-14T05:00:00.000,2025-04-03T01:03:51.193,Macromedia Shockwave before 6.0 allows a malicious webmaster to read a user's mail box and possibly access internal web servers via the GetNextText command on a Shockwave movie.,MEDIUM,0.0,177,0,2,0.3384016265573271,0.0,0.0,0.11985095267453902,0.0,0.17990934953487894,0.0,0.0,0.0,0.0,0.0,0.0,0.3412963281224603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41549936054002173,0.0,0.0,0.0,0.0,0.0,0.3412963281224603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718404411523132,0.0,0.0,0.0,0.2888063848958555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421863761726104,0.0,0.10696978745528109,0.0,0.0,0.3365161587927109,0.0,0.0,0.15508512319046225,0.0,0.20619933378528016,0.0,0.0,0.0,0.0
CVE-1999-0058,1997-04-17T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in PHP cgi program, php.cgi allows shell access.",HIGH,0.0,64,1,0,0.2786606365301765,0.0,0.0,0.09869261888839455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24974356976492917,0.0,0.0,0.0,0.5588955142636804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12640078333116522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261042309123613,0.0,0.0,0.0,0.0,0.5958690813984495,0.0,0.0,0.31415245148908366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVE-1999-1380,1997-05-04T04:00:00.000,2025-04-03T01:03:51.193,"Symantec Norton Utilities 2.0 for Windows 95 marks the TUNEOCX.OCX ActiveX control as safe for scripting, which allows remote attackers to execute arbitrary commands via the run option through malicious web pages that are accessed by browsers such as Internet Explorer 3.0.",MEDIUM,0.0,273,0,6,0.0,0.0,0.0,0.07658842334551062,0.0,0.0,0.12817324831826002,0.44934127026355275,0.0,0.0,0.08566793325005082,0.0,0.0,0.0,0.16035225569881034,0.0,0.0,0.0,0.0,0.0,0.0,0.18307212293317698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15026724593211252,0.235139243402826,0.0,0.0,0.33208430122403004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22064915471627514,0.0,0.0,0.0,0.0,0.0,0.0,0.26551679577586246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08000995406942404,0.0,0.0,0.0,0.24858679351800855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2798481231248396,0.17812736173552562,0.18172288378622678,0.25375983407785535,0.06835696491334436,0.0,0.0,0.0,0.0,0.0,0.0991041356321657,0.0,0.13176767908048695,0.0,0.14492579374562437,0.2708800740078342,0.0
CVE-1999-0039,1997-05-06T04:00:00.000,2025-04-03T01:03:51.193,webdist CGI program (webdist.cgi) in SGI IRIX allows remote attackers to execute arbitrary commands via shell metacharacters in the distloc parameter.,HIGH,0.0,150,0,0,0.0,0.0,0.0,0.11429397927341242,0.0,0.0,0.1912747377055368,0.0,0.0,0.0,0.12784345935816063,0.0,0.0,0.0,0.0,0.0,0.0,0.647245893793663,0.0,0.0,0.0,0.27320109893985234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22424592049059802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29276451821655175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32735638121171406,0.0,0.0,0.0,0.0,0.0,0.36381377030625395,0.0,0.0,0.11939997760266552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13559380521041373,0.0,0.10201005830546482,0.0,0.0,0.0,0.0,0.0,0.14789449278454375,0.0,0.0,0.0,0.0,0.0,0.0
CVE-1999-1067,1997-05-07T04:00:00.000,2025-04-03T01:03:51.193,"SGI MachineInfo CGI program, installed by default on some web servers, prints potentially sensitive system status information, which could be used by remote attackers for information gathering activities.",MEDIUM,0.0,204,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10367658487761791,0.0,0.0,0.0,0.3881212868705535,0.0,0.0,0.26244691821343813,0.0,0.0,0.0,0.0,0.0,0.3008433706740486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20094663741848331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559642111396311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263946342275985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2950402736766588,0.0,0.0,0.0968292157804336,0.0,0.0,0.0,0.0,0.327823024544741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159467171041,0.0,0.17539131371790692,0.0,0.0
CVE-1999-1461,1997-05-07T04:00:00.000,2025-04-03T01:03:51.193,"inpview in InPerson on IRIX 5.3 through IRIX 6.5.10 trusts the PATH environmental variable to find and execute the ttsession program, which allows local users to obtain root access by modifying the PATH to point to a Trojan horse ttsession program.",HIGH,0.0,248,1,6,0.23058688728903753,0.0,0.0,0.08166644586492848,0.0,0.12259024084925739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170984050034158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16023037646075391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10459447571122286,0.0,0.0,0.0,0.0,0.0,0.23956691442328565,0.0,0.0,0.0,0.0,0.0,0.0,0.2609489245368133,0.0,0.23255933709764298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199115083141183,0.0,0.0,0.0,0.0,0.29840282120021205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29065741406236617,0.2705848070396029,0.2915568766523606,0.0,0.0,0.0,0.23189566068028958,0.0,0.0,0.0,0.0,0.0,0.15453477134482085,0.0,0.0
CVE-1999-0031,1997-07-08T04:00:00.000,2025-04-03T01:03:51.193,"JavaScript in Internet Explorer 3.x and 4.x, and Netscape 2.x, 3.x and 4.x, allows remote attackers to monitor a user's web activities, aka the Bell Labs vulnerability.",LOW,0.0,168,1,5,0.0,0.3553876228574357,0.0,0.10905345881769057,0.0,0.49110340141469927,0.0,0.0,0.0,0.0,0.12198167846510062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3348123211933975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13967045129400243,0.0,0.3141800347352368,0.0,0.3818070125244248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11392534080187074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12937666136441556,0.0,0.0973327708347019,0.0,0.0,0.3061990768153856,0.0,0.0,0.0,0.2479939287390517,0.18762262671580196,0.0,0.0,0.0,0.0
